immigSelf,redistSelf,survey,immigEcon_mymedian,immigCultural_mymedian,immigSelf_mymedian,immigCon_mymedian,immigLab_mymedian,immigLD_mymedian,immigSNP_mymedian,immigPC_mymedian,immigUKIP_mymedian,immigGreen_mymedian,immigrantsWelfareState_mymedian,immigExpDV_mymedian,immigManipCheck_mymedian,immigManipCheck2_mymedian,immigrationLevel_mymedian,immigContributeTake_mymedian,immigTIG_mymedian,immigbrexit_mymedian,immigBrexit_mymedian,redistSelf_mymedian,redistCon_mymedian,redistLab_mymedian,redistLD_mymedian,redistUKIP_mymedian,redistSNP_mymedian,redistPC_mymedian,redistGreen_mymedian,redistTIG_mymedian,redistBrexit_mymedian,immigLefty,immigDistPC,redistDistPC,distPC,immigDistCon,redistDistCon,distCon,immigDistGreen,redistDistGreen,distGreen,immigDistSNP,redistDistSNP,distSNP,immigDistUKIP,redistDistUKIP,distUKIP,immigDistLD,redistDistLD,distLD,immigDistLab,redistDistLab,distLab,immigDistBrexit,redistDistBrexit,distBrexit,immigDistTIG,redistDistTIG,distTIG
4.0,6.0,BES2015_W7_v24.0.sav,5.0,4.0,4.0,4.0,6.0,6.0,7.0,5.0,1.0,6.0,3.0,4.0,2.5,5.0,,5.0,,,,6.0,7.0,3.0,4.0,7.0,3.0,5.0,4.0,,,6.0,-1.0,1.0,1.4142135623730951,0.0,-1.0,1.0,-2.0,2.0,2.8284271247461903,-3.0,3.0,4.242640687119285,3.0,-1.0,3.1622776601683795,-2.0,2.0,2.8284271247461903,-2.0,3.0,3.605551275463989,,,,,,
10.0,5.0,BES2015_W7_v24.0.sav,7.0,7.0,10.0,0.0,6.0,6.5,8.0,9.5,0.0,7.0,2.0,6.0,3.0,3.0,,2.0,,,,5.0,9.0,3.0,4.0,9.0,4.0,2.0,3.0,,,0.0,0.5,3.0,3.0413812651491097,10.0,-4.0,10.770329614269007,3.0,2.0,3.605551275463989,2.0,1.0,2.23606797749979,10.0,-4.0,10.770329614269007,3.5,1.0,3.640054944640259,4.0,2.0,4.47213595499958,,,,,,
2.0,5.0,BES2015_W7_v24.0.sav,3.0,3.0,2.0,5.0,7.0,7.0,8.0,6.0,1.0,7.0,4.0,4.0,3.0,5.0,,6.0,,,,5.0,6.0,3.0,4.0,5.0,4.0,3.0,4.0,,,8.0,-4.0,2.0,4.47213595499958,-3.0,-1.0,3.1622776601683795,-5.0,1.0,5.0990195135927845,-6.0,1.0,6.082762530298219,1.0,0.0,1.0,-5.0,1.0,5.0990195135927845,-5.0,2.0,5.385164807134504,,,,,,
2.0,3.0,BES2015_W7_v24.0.sav,3.0,3.0,2.0,5.0,6.0,6.0,6.0,5.0,0.0,6.0,4.0,3.0,5.0,5.0,,6.0,,,,3.0,8.0,3.0,4.0,5.0,3.0,4.0,4.0,,,8.0,-3.0,-1.0,3.1622776601683795,-3.0,-5.0,5.830951894845301,-4.0,-1.0,4.123105625617661,-4.0,0.0,4.0,2.0,-2.0,2.8284271247461903,-4.0,-1.0,4.123105625617661,-4.0,0.0,4.0,,,,,,
0.0,4.0,BES2015_W7_v24.0.sav,2.0,1.0,0.0,5.0,7.0,7.0,7.0,5.0,0.0,6.0,5.0,2.0,5.0,6.0,,7.0,,,,4.0,7.0,3.0,5.0,5.0,4.0,5.0,4.0,,,10.0,-5.0,-1.0,5.0990195135927845,-5.0,-3.0,5.830951894845301,-6.0,0.0,6.0,-7.0,0.0,7.0,0.0,-1.0,1.0,-7.0,-1.0,7.0710678118654755,-7.0,1.0,7.0710678118654755,,,,,,
5.0,3.0,BES2015_W7_v24.0.sav,5.0,5.0,5.0,3.0,5.0,5.0,6.0,5.0,0.0,6.0,2.0,5.0,2.0,3.0,,3.0,,,,3.0,9.0,3.0,5.0,9.0,4.0,3.0,3.0,,,5.0,0.0,0.0,0.0,2.0,-6.0,6.324555320336759,-1.0,0.0,1.0,-1.0,-1.0,1.4142135623730951,5.0,-6.0,7.810249675906654,0.0,-2.0,2.0,0.0,0.0,0.0,,,,,,
1.0,8.0,BES2015_W7_v24.0.sav,3.0,2.0,1.0,4.0,8.0,8.0,6.0,6.5,1.0,8.0,4.0,3.0,3.0,6.0,,6.0,,,,8.0,7.0,2.0,3.0,7.0,2.0,2.0,2.0,,,9.0,-5.5,6.0,8.139410298049853,-3.0,1.0,3.1622776601683795,-7.0,6.0,9.219544457292887,-5.0,6.0,7.810249675906654,0.0,1.0,1.0,-7.0,5.0,8.602325267042627,-7.0,6.0,9.219544457292887,,,,,,
3.0,0.0,BES2015_W7_v24.0.sav,4.0,4.0,3.0,3.0,4.0,4.5,6.0,6.0,0.0,5.0,4.0,3.0,2.0,4.5,,5.0,,,,0.0,10.0,2.0,4.0,8.0,1.0,3.0,1.0,,,7.0,-3.0,-3.0,4.242640687119285,0.0,-10.0,10.0,-2.0,-1.0,2.23606797749979,-3.0,-1.0,3.1622776601683795,3.0,-8.0,8.54400374531753,-1.5,-4.0,4.272001872658765,-1.0,-2.0,2.23606797749979,,,,,,
8.0,1.0,BES2015_W7_v24.0.sav,6.0,7.0,8.0,1.0,6.0,5.0,7.0,5.0,0.0,7.0,1.0,6.0,1.0,1.5,,1.0,,,,1.0,10.0,4.0,5.0,10.0,3.0,3.0,2.0,,,2.0,3.0,-2.0,3.605551275463989,7.0,-9.0,11.40175425099138,1.0,-1.0,1.4142135623730951,1.0,-2.0,2.23606797749979,8.0,-9.0,12.041594578792296,3.0,-4.0,5.0,2.0,-3.0,3.605551275463989,,,,,,
10.0,10.0,BES2015_W7_v24.0.sav,7.0,7.0,10.0,6.0,7.0,8.0,8.5,10.0,1.0,8.5,3.0,7.0,1.0,1.0,,7.0,,,,10.0,6.0,5.5,4.0,7.0,5.0,2.5,3.5,,,0.0,0.0,7.5,7.5,4.0,4.0,5.656854249492381,1.5,6.5,6.670832032063167,1.5,5.0,5.220153254455275,9.0,3.0,9.486832980505138,2.0,6.0,6.324555320336759,3.0,4.5,5.408326913195984,,,,,,
0.0,5.0,BES2015_W7_v24.0.sav,2.0,1.0,0.0,5.0,8.0,7.0,8.0,6.0,0.0,7.0,5.0,2.0,4.0,7.0,,7.0,,,,5.0,6.0,3.0,4.0,5.0,4.0,3.0,4.0,,,10.0,-6.0,2.0,6.324555320336759,-5.0,-1.0,5.0990195135927845,-7.0,1.0,7.0710678118654755,-8.0,1.0,8.06225774829855,0.0,0.0,0.0,-7.0,1.0,7.0710678118654755,-8.0,2.0,8.246211251235321,,,,,,
4.0,8.0,BES2015_W7_v24.0.sav,5.0,4.0,4.0,4.0,7.0,7.0,7.0,5.5,1.0,7.0,3.0,4.0,2.0,4.0,,4.0,,,,8.0,8.0,2.0,4.0,7.0,4.0,3.0,2.0,,,6.0,-1.5,5.0,5.220153254455275,0.0,0.0,0.0,-3.0,6.0,6.708203932499369,-3.0,4.0,5.0,3.0,1.0,3.1622776601683795,-3.0,4.0,5.0,-3.0,6.0,6.708203932499369,,,,,,
6.0,6.0,BES2015_W7_v24.0.sav,5.0,5.0,6.0,4.0,6.0,6.0,6.0,6.0,0.0,6.0,3.0,5.0,2.0,3.0,,4.0,,,,6.0,7.0,4.0,5.0,7.0,4.0,4.0,4.0,,,4.0,0.0,2.0,2.0,2.0,-1.0,2.23606797749979,0.0,2.0,2.0,0.0,2.0,2.0,6.0,-1.0,6.082762530298219,0.0,1.0,1.0,0.0,2.0,2.0,,,,,,
5.0,2.0,BES2015_W7_v24.0.sav,5.0,5.0,5.0,2.0,5.0,5.0,6.0,5.0,0.0,6.0,2.0,5.0,2.0,3.0,,2.0,,,,2.0,10.0,3.0,5.0,9.0,3.0,3.0,2.0,,,5.0,0.0,-1.0,1.0,3.0,-8.0,8.54400374531753,-1.0,0.0,1.0,-1.0,-1.0,1.4142135623730951,5.0,-7.0,8.602325267042627,0.0,-3.0,3.0,0.0,-1.0,1.0,,,,,,
3.0,6.0,BES2015_W7_v24.0.sav,4.0,4.0,3.0,4.0,7.0,6.0,6.0,5.0,1.0,6.0,4.0,3.0,3.0,5.0,,5.0,,,,6.0,7.0,3.0,4.0,6.0,4.0,4.0,4.0,,,7.0,-2.0,2.0,2.8284271247461903,-1.0,-1.0,1.4142135623730951,-3.0,2.0,3.605551275463989,-3.0,2.0,3.605551275463989,2.0,0.0,2.0,-3.0,2.0,3.605551275463989,-4.0,3.0,5.0,,,,,,
8.0,3.0,BES2015_W7_v24.0.sav,6.0,6.0,8.0,2.0,6.0,6.0,7.0,6.0,0.0,7.0,2.0,6.0,1.0,2.0,,2.0,,,,3.0,9.0,3.0,5.0,9.0,4.0,3.5,3.0,,,2.0,2.0,-0.5,2.0615528128088303,6.0,-6.0,8.48528137423857,1.0,0.0,1.0,1.0,-1.0,1.4142135623730951,8.0,-6.0,10.0,2.0,-2.0,2.8284271247461903,2.0,0.0,2.0,,,,,,
3.0,5.0,BES2015_W7_v24.0.sav,4.0,4.0,3.0,5.0,7.0,6.0,7.0,6.0,1.0,5.0,4.0,4.0,2.0,4.5,,5.0,,,,5.0,7.0,3.0,5.0,5.0,4.0,4.5,4.0,,,7.0,-3.0,0.5,3.0413812651491097,-2.0,-2.0,2.8284271247461903,-2.0,1.0,2.23606797749979,-4.0,1.0,4.123105625617661,2.0,0.0,2.0,-3.0,0.0,3.0,-4.0,2.0,4.47213595499958,,,,,,
7.0,5.0,BES2015_W7_v24.0.sav,6.0,6.0,7.0,3.0,6.0,6.0,7.0,6.5,0.0,6.0,2.0,6.0,1.0,2.0,,3.0,,,,5.0,8.0,3.0,5.0,9.0,5.0,4.0,3.0,,,3.0,0.5,1.0,1.118033988749895,4.0,-3.0,5.0,1.0,2.0,2.23606797749979,0.0,0.0,0.0,7.0,-4.0,8.06225774829855,1.0,0.0,1.0,1.0,2.0,2.23606797749979,,,,,,
3.0,9.0,BES2015_W7_v24.0.sav,4.0,4.0,3.0,4.0,7.0,7.0,9.0,0.0,0.0,8.0,4.0,3.0,2.0,5.0,,5.0,,,,9.0,8.0,2.0,4.0,7.0,3.5,1.0,2.0,,,7.0,3.0,8.0,8.54400374531753,-1.0,1.0,1.4142135623730951,-5.0,7.0,8.602325267042627,-6.0,5.5,8.139410298049853,3.0,2.0,3.605551275463989,-4.0,5.0,6.4031242374328485,-4.0,7.0,8.06225774829855,,,,,,
0.0,9.0,BES2015_W7_v24.0.sav,2.0,1.0,0.0,4.0,9.0,8.0,10.0,9.0,0.0,9.0,5.0,2.0,4.0,6.0,,7.0,,,,9.0,7.0,2.0,3.0,7.0,3.0,1.0,1.0,,,10.0,-9.0,8.0,12.041594578792296,-4.0,2.0,4.47213595499958,-9.0,8.0,12.041594578792296,-10.0,6.0,11.661903789690601,0.0,2.0,2.0,-8.0,6.0,10.0,-9.0,7.0,11.40175425099138,,,,,,
2.0,7.0,BES2015_W7_v24.0.sav,4.0,3.0,2.0,4.0,7.0,7.0,6.0,6.0,1.0,7.0,4.0,3.0,4.0,6.0,,6.0,,,,7.0,7.0,3.0,4.0,6.0,3.5,2.5,3.0,,,8.0,-4.0,4.5,6.020797289396148,-2.0,0.0,2.0,-5.0,4.0,6.4031242374328485,-4.0,3.5,5.315072906367325,1.0,1.0,1.4142135623730951,-5.0,3.0,5.830951894845301,-5.0,4.0,6.4031242374328485,,,,,,
4.0,4.0,BES2015_W7_v24.0.sav,4.0,4.0,4.0,4.0,6.0,6.0,7.0,5.0,0.0,6.0,3.0,4.0,3.0,4.0,,4.0,,,,4.0,8.0,3.0,4.0,7.0,3.0,4.0,3.0,,,6.0,-1.0,0.0,1.0,0.0,-4.0,4.0,-2.0,1.0,2.23606797749979,-3.0,1.0,3.1622776601683795,4.0,-3.0,5.0,-2.0,0.0,2.0,-2.0,1.0,2.23606797749979,,,,,,
7.0,8.0,BES2015_W7_v24.0.sav,6.0,5.0,7.0,5.0,6.0,6.0,7.0,5.0,0.0,7.0,3.0,5.0,1.5,5.0,,4.0,,,,8.0,7.0,4.0,5.0,7.5,6.0,6.0,2.0,,,3.0,2.0,2.0,2.8284271247461903,2.0,1.0,2.23606797749979,0.0,6.0,6.0,0.0,2.0,2.0,7.0,0.5,7.0178344238090995,1.0,3.0,3.1622776601683795,1.0,4.0,4.123105625617661,,,,,,
10.0,0.0,BES2015_W7_v24.0.sav,7.0,7.0,10.0,0.0,6.0,5.0,7.0,7.0,0.0,7.0,1.0,7.0,1.0,1.0,,1.0,,,,0.0,10.0,3.0,5.0,10.0,3.0,3.0,2.0,,,0.0,3.0,-3.0,4.242640687119285,10.0,-10.0,14.142135623730951,3.0,-2.0,3.605551275463989,3.0,-3.0,4.242640687119285,10.0,-10.0,14.142135623730951,5.0,-5.0,7.0710678118654755,4.0,-3.0,5.0,,,,,,
8.0,4.0,BES2015_W7_v24.0.sav,6.0,6.0,8.0,3.0,6.0,6.0,7.0,7.0,0.0,7.0,2.0,6.0,1.0,2.0,,2.0,,,,4.0,9.0,3.0,4.0,9.0,4.0,3.0,3.0,,,2.0,1.0,1.0,1.4142135623730951,5.0,-5.0,7.0710678118654755,1.0,1.0,1.4142135623730951,1.0,0.0,1.0,8.0,-5.0,9.433981132056603,2.0,0.0,2.0,2.0,1.0,2.23606797749979,,,,,,
4.0,5.0,BES2015_W7_v24.0.sav,4.0,4.0,4.0,4.0,6.0,6.0,7.0,5.0,0.0,6.0,3.0,4.0,4.0,4.0,,5.0,,,,5.0,7.0,4.0,4.0,6.0,4.0,4.0,4.0,,,6.0,-1.0,1.0,1.4142135623730951,0.0,-2.0,2.0,-2.0,1.0,2.23606797749979,-3.0,1.0,3.1622776601683795,4.0,-1.0,4.123105625617661,-2.0,1.0,2.23606797749979,-2.0,1.0,2.23606797749979,,,,,,
5.0,6.0,BES2015_W7_v24.0.sav,5.0,5.0,5.0,4.0,6.0,5.0,6.0,5.0,0.0,5.0,3.0,4.0,2.0,4.0,,4.0,,,,6.0,7.0,4.0,5.0,7.0,4.0,4.0,4.0,,,5.0,0.0,2.0,2.0,1.0,-1.0,1.4142135623730951,0.0,2.0,2.0,-1.0,2.0,2.23606797749979,5.0,-1.0,5.0990195135927845,0.0,1.0,1.0,-1.0,2.0,2.23606797749979,,,,,,
0.0,9999.0,BES2015_W7_v24.0.sav,1.0,1.0,0.0,5.0,8.0,7.0,7.0,6.0,0.0,5.0,5.0,1.0,6.0,7.0,,7.0,,,,,6.0,3.0,4.0,5.0,3.0,4.0,3.0,,,10.0,-6.0,9995.0,9995.001800900289,-5.0,9993.0,9993.001250875535,-5.0,9996.0,9996.001250500121,-7.0,9996.0,9996.002450980091,0.0,9994.0,9994.0,-7.0,9995.0,9995.002451225313,-8.0,9996.0,9996.00320128,,,,,,
9999.0,9999.0,BES2015_W7_v24.0.sav,3.0,4.0,,4.0,7.0,5.5,8.0,,0.0,9.0,4.0,4.0,4.0,5.0,,6.0,,,,,8.0,4.0,5.0,6.0,2.0,,5.0,,,-9989.0,,,,9995.0,9991.0,14132.236411835178,9990.0,9994.0,14130.82219830113,9991.0,9997.0,14133.650979134867,9999.0,9993.0,14136.479406132206,9993.5,9994.0,14133.2967933883,9992.0,9995.0,14132.943394778033,,,,,,
9.0,3.0,BES2015_W7_v24.0.sav,6.0,7.0,9.0,2.0,6.0,6.0,8.0,6.5,0.0,8.0,2.0,6.0,1.0,2.0,,1.0,,,,3.0,9.0,3.0,5.0,9.0,3.0,3.0,2.0,,,1.0,2.5,0.0,2.5,7.0,-6.0,9.219544457292887,1.0,1.0,1.4142135623730951,1.0,0.0,1.0,9.0,-6.0,10.816653826391969,3.0,-2.0,3.605551275463989,3.0,0.0,3.0,,,,,,
4.0,7.0,BES2015_W7_v24.0.sav,5.0,4.0,4.0,4.0,7.0,6.0,7.0,5.5,0.0,6.0,3.0,4.0,2.0,4.0,,4.0,,,,7.0,7.0,3.0,4.0,7.0,4.0,4.0,3.0,,,6.0,-1.5,3.0,3.3541019662496847,0.0,0.0,0.0,-2.0,4.0,4.47213595499958,-3.0,3.0,4.242640687119285,4.0,0.0,4.0,-2.0,3.0,3.605551275463989,-3.0,4.0,5.0,,,,,,
4.0,2.0,BES2015_W7_v24.0.sav,4.0,4.0,4.0,3.0,6.0,6.0,7.0,5.5,0.0,6.0,3.0,4.0,3.0,3.5,,4.0,,,,2.0,8.0,3.0,4.0,8.0,3.0,5.0,3.0,,,6.0,-1.5,-3.0,3.3541019662496847,1.0,-6.0,6.082762530298219,-2.0,-1.0,2.23606797749979,-3.0,-1.0,3.1622776601683795,4.0,-6.0,7.211102550927978,-2.0,-2.0,2.8284271247461903,-2.0,-1.0,2.23606797749979,,,,,,
6.0,1.0,BES2015_W7_v24.0.sav,6.0,5.0,6.0,2.0,6.0,5.0,6.0,5.0,0.0,6.0,2.0,5.0,1.0,3.0,,2.0,,,,1.0,9.0,3.0,5.0,9.0,2.5,3.0,3.0,,,4.0,1.0,-2.0,2.23606797749979,4.0,-8.0,8.94427190999916,0.0,-2.0,2.0,0.0,-1.5,1.5,6.0,-8.0,10.0,1.0,-4.0,4.123105625617661,0.0,-2.0,2.0,,,,,,
6.0,4.0,BES2015_W7_v24.0.sav,5.0,5.0,6.0,3.0,6.0,6.0,6.0,6.0,0.0,6.0,2.0,5.0,2.0,3.0,,3.0,,,,4.0,8.0,3.0,4.0,9.0,3.5,3.5,3.0,,,4.0,0.0,0.5,0.5,3.0,-4.0,5.0,0.0,1.0,1.0,0.0,0.5,0.5,6.0,-5.0,7.810249675906654,0.0,0.0,0.0,0.0,1.0,1.0,,,,,,
7.0,0.0,BES2015_W7_v24.0.sav,6.0,6.0,7.0,2.0,6.0,5.0,7.0,6.0,0.0,7.0,2.0,6.0,2.0,2.0,,2.0,,,,0.0,10.0,3.0,5.0,10.0,2.0,5.0,2.0,,,3.0,1.0,-5.0,5.0990195135927845,5.0,-10.0,11.180339887498949,0.0,-2.0,2.0,0.0,-2.0,2.0,7.0,-10.0,12.206555615733702,2.0,-5.0,5.385164807134504,1.0,-3.0,3.1622776601683795,,,,,,
5.0,7.0,BES2015_W7_v24.0.sav,5.0,5.0,5.0,4.0,6.0,6.0,6.0,5.0,0.0,6.0,3.0,5.0,2.0,4.0,,4.0,,,,7.0,7.0,3.0,5.0,8.0,4.0,4.0,3.0,,,5.0,0.0,3.0,3.0,1.0,0.0,1.0,-1.0,4.0,4.123105625617661,-1.0,3.0,3.1622776601683795,5.0,-1.0,5.0990195135927845,-1.0,2.0,2.23606797749979,-1.0,4.0,4.123105625617661,,,,,,
0.0,1.0,BES2015_W7_v24.0.sav,1.0,1.0,0.0,6.0,6.0,7.0,6.0,5.0,0.0,5.0,5.0,2.0,6.0,7.0,,7.0,,,,1.0,8.0,3.0,5.0,4.0,3.0,3.0,4.0,,,10.0,-5.0,-2.0,5.385164807134504,-6.0,-7.0,9.219544457292887,-5.0,-3.0,5.830951894845301,-6.0,-2.0,6.324555320336759,0.0,-3.0,3.0,-7.0,-4.0,8.06225774829855,-6.0,-2.0,6.324555320336759,,,,,,
4.0,3.0,BES2015_W7_v24.0.sav,5.0,4.0,4.0,3.0,5.0,6.0,6.0,5.0,0.0,6.0,3.0,4.0,3.0,4.0,,4.0,,,,3.0,8.0,3.0,4.0,8.0,4.0,4.0,3.0,,,6.0,-1.0,-1.0,1.4142135623730951,1.0,-5.0,5.0990195135927845,-2.0,0.0,2.0,-2.0,-1.0,2.23606797749979,4.0,-5.0,6.4031242374328485,-2.0,-1.0,2.23606797749979,-1.0,0.0,1.0,,,,,,
2.0,4.0,BES2015_W7_v24.0.sav,3.0,3.0,2.0,5.0,6.5,7.0,7.0,5.0,1.0,6.0,4.0,3.0,4.0,5.0,,5.0,,,,4.0,8.0,3.0,4.0,6.0,3.0,4.0,4.0,,,8.0,-3.0,0.0,3.0,-3.0,-4.0,5.0,-4.0,0.0,4.0,-5.0,1.0,5.0990195135927845,1.0,-2.0,2.23606797749979,-5.0,0.0,5.0,-4.5,1.0,4.6097722286464435,,,,,,
4.0,1.0,BES2015_W7_v24.0.sav,5.0,5.0,4.0,3.0,6.0,7.0,7.0,6.0,0.0,6.0,3.0,4.5,2.5,5.0,,5.0,,,,1.0,9.0,3.0,4.0,8.0,3.0,2.0,2.5,,,6.0,-2.0,-1.0,2.23606797749979,1.0,-8.0,8.06225774829855,-2.0,-1.5,2.5,-3.0,-2.0,3.605551275463989,4.0,-7.0,8.06225774829855,-3.0,-3.0,4.242640687119285,-2.0,-2.0,2.8284271247461903,,,,,,
7.0,3.0,BES2015_W7_v24.0.sav,6.0,6.0,7.0,2.0,6.0,6.0,7.0,6.0,0.0,7.0,2.0,6.0,2.0,3.0,,2.0,,,,3.0,9.0,3.0,4.0,9.0,4.0,3.0,3.0,,,3.0,1.0,0.0,1.0,5.0,-6.0,7.810249675906654,0.0,0.0,0.0,0.0,-1.0,1.0,7.0,-6.0,9.219544457292887,1.0,-1.0,1.4142135623730951,1.0,0.0,1.0,,,,,,
7.0,4.0,BES2015_W7_v24.0.sav,6.0,6.0,7.0,3.0,6.0,6.0,7.0,6.0,0.0,7.0,2.0,6.0,1.0,2.0,,2.0,,,,4.0,8.0,3.0,4.0,9.0,4.0,4.0,3.0,,,3.0,1.0,0.0,1.0,4.0,-4.0,5.656854249492381,0.0,1.0,1.0,0.0,0.0,0.0,7.0,-5.0,8.602325267042627,1.0,0.0,1.0,1.0,1.0,1.4142135623730951,,,,,,
0.0,0.0,BES2015_W7_v24.0.sav,1.0,1.0,0.0,6.0,6.0,6.0,8.0,7.0,0.0,5.0,5.0,1.0,7.0,7.0,,7.0,,,,0.0,9.0,1.0,4.0,3.0,2.0,3.0,2.0,,,10.0,-7.0,-3.0,7.615773105863909,-6.0,-9.0,10.816653826391969,-5.0,-2.0,5.385164807134504,-8.0,-2.0,8.246211251235321,0.0,-3.0,3.0,-6.0,-4.0,7.211102550927978,-6.0,-1.0,6.082762530298219,,,,,,
9999.0,7.0,BES2015_W7_v24.0.sav,4.0,4.0,,3.0,6.0,5.0,10.0,,0.0,6.0,4.0,4.0,4.0,5.0,,6.0,,,,7.0,7.0,3.0,5.0,7.0,5.5,5.0,3.0,,,-9989.0,,2.0,,9996.0,0.0,9996.0,9993.0,4.0,9993.00080056036,9989.0,1.5,9989.000112623886,9999.0,0.0,9999.0,9994.0,2.0,9994.00020012007,9993.0,4.0,9993.00080056036,,,,,,
0.0,8.0,BES2015_W7_v24.0.sav,2.0,1.0,0.0,4.0,9.0,8.0,8.0,8.0,0.0,8.0,5.0,3.0,3.0,6.0,,7.0,,,,8.0,7.0,2.0,3.0,6.0,3.0,2.0,2.0,,,10.0,-8.0,6.0,10.0,-4.0,1.0,4.123105625617661,-8.0,6.0,10.0,-8.0,5.0,9.433981132056603,0.0,2.0,2.0,-8.0,5.0,9.433981132056603,-9.0,6.0,10.816653826391969,,,,,,
9999.0,5.0,BES2015_W7_v24.0.sav,4.0,4.0,,4.0,6.0,5.5,7.0,5.0,0.0,6.0,4.0,4.0,4.0,4.0,,6.0,,,,5.0,6.5,4.0,5.0,5.0,4.0,4.0,5.0,,,-9989.0,9994.0,1.0,9994.000050030018,9995.0,-1.5,9995.000112556278,9993.0,0.0,9993.0,9992.0,1.0,9992.000050040031,9999.0,0.0,9999.0,9993.5,0.0,9993.5,9993.0,1.0,9993.000050035025,,,,,,
0.0,2.0,BES2015_W7_v24.0.sav,1.0,1.0,0.0,5.0,7.0,6.0,8.0,7.0,0.0,5.0,5.0,2.0,6.0,7.0,,7.0,,,,2.0,7.0,3.0,4.0,5.0,3.5,5.0,4.0,,,10.0,-7.0,-3.0,7.615773105863909,-5.0,-5.0,7.0710678118654755,-5.0,-2.0,5.385164807134504,-8.0,-1.5,8.139410298049853,0.0,-3.0,3.0,-6.0,-2.0,6.324555320336759,-7.0,-1.0,7.0710678118654755,,,,,,
1.0,6.0,BES2015_W7_v24.0.sav,3.0,2.0,1.0,5.0,7.0,7.0,9.0,5.0,1.0,7.0,4.0,3.0,2.0,6.0,,6.0,,,,6.0,7.0,3.0,4.0,6.0,3.0,5.0,4.0,,,9.0,-4.0,1.0,4.123105625617661,-4.0,-1.0,4.123105625617661,-6.0,2.0,6.324555320336759,-8.0,3.0,8.54400374531753,0.0,0.0,0.0,-6.0,2.0,6.324555320336759,-6.0,3.0,6.708203932499369,,,,,,
9999.0,8.0,BES2015_W7_v24.0.sav,4.0,3.0,,5.0,7.0,7.0,8.0,,0.0,9.0,4.0,4.0,5.5,6.0,,6.0,,,,8.0,8.0,2.0,5.0,5.5,5.0,3.0,3.0,,,-9989.0,,5.0,,9994.0,0.0,9994.0,9990.0,5.0,9990.001251251173,9991.0,3.0,9991.000450405354,9999.0,2.5,9999.000312531249,9992.0,3.0,9992.000450360278,9992.0,6.0,9992.00180144099,,,,,,
5.0,9999.0,BES2015_W7_v24.0.sav,5.0,5.0,5.0,4.0,5.0,5.0,5.5,5.0,0.0,6.0,3.0,5.0,2.0,2.5,,4.0,,,,,9.0,4.0,5.0,9.0,5.0,2.0,3.0,,,5.0,0.0,9997.0,9997.0,1.0,9990.0,9990.00005005005,-1.0,9996.0,9996.000050020008,-0.5,9994.0,9994.000012507504,5.0,9990.0,9990.001251251173,0.0,9994.0,9994.0,0.0,9995.0,9995.0,,,,,,
6.0,0.0,BES2015_W7_v24.0.sav,6.0,6.0,6.0,1.0,6.0,6.0,7.0,6.0,0.0,6.0,2.0,6.0,1.0,2.0,,3.0,,,,0.0,10.0,2.0,5.0,10.0,3.0,2.0,2.0,,,4.0,0.0,-2.0,2.0,5.0,-10.0,11.180339887498949,0.0,-2.0,2.0,-1.0,-3.0,3.1622776601683795,6.0,-10.0,11.661903789690601,0.0,-5.0,5.0,0.0,-2.0,2.0,,,,,,
6.0,7.0,BES2015_W7_v24.0.sav,5.0,5.0,6.0,5.0,6.0,6.0,7.0,6.0,1.0,6.0,3.0,5.0,3.0,3.0,,4.0,,,,7.0,7.0,4.0,5.0,7.0,4.0,4.0,4.0,,,4.0,0.0,3.0,3.0,1.0,0.0,1.0,0.0,3.0,3.0,-1.0,3.0,3.1622776601683795,5.0,0.0,5.0,0.0,2.0,2.0,0.0,3.0,3.0,,,,,,
5.0,4.0,BES2015_W7_v24.0.sav,5.0,5.0,5.0,3.0,5.0,5.0,6.0,5.0,0.0,6.0,3.0,5.0,2.0,3.0,,3.0,,,,4.0,8.0,3.0,5.0,8.0,4.0,4.0,3.0,,,5.0,0.0,0.0,0.0,2.0,-4.0,4.47213595499958,-1.0,1.0,1.4142135623730951,-1.0,0.0,1.0,5.0,-4.0,6.4031242374328485,0.0,-1.0,1.0,0.0,1.0,1.0,,,,,,
1.0,5.0,BES2015_W7_v24.0.sav,3.0,2.0,1.0,5.0,7.0,7.0,9.0,5.0,1.0,6.0,4.0,3.0,4.0,5.0,,6.0,,,,5.0,7.0,3.0,5.0,5.0,5.0,4.0,4.0,,,9.0,-4.0,1.0,4.123105625617661,-4.0,-2.0,4.47213595499958,-5.0,1.0,5.0990195135927845,-8.0,0.0,8.0,0.0,0.0,0.0,-6.0,0.0,6.0,-6.0,2.0,6.324555320336759,,,,,,
5.0,5.0,BES2015_W7_v24.0.sav,5.0,5.0,5.0,4.0,5.0,5.0,6.0,5.0,0.0,5.0,3.0,4.0,3.0,4.0,,4.0,,,,5.0,7.0,4.0,5.0,7.0,4.5,4.0,4.0,,,5.0,0.0,1.0,1.0,1.0,-2.0,2.23606797749979,0.0,1.0,1.0,-1.0,0.5,1.118033988749895,5.0,-2.0,5.385164807134504,0.0,0.0,0.0,0.0,1.0,1.0,,,,,,
