immigSelf,redistSelf,survey,immigEcon_mymedian,immigCultural_mymedian,immigSelf_mymedian,immigCon_mymedian,immigLab_mymedian,immigLD_mymedian,immigSNP_mymedian,immigPC_mymedian,immigUKIP_mymedian,immigGreen_mymedian,immigrantsWelfareState_mymedian,immigExpDV_mymedian,immigManipCheck_mymedian,immigManipCheck2_mymedian,immigrationLevel_mymedian,immigContributeTake_mymedian,immigTIG_mymedian,immigbrexit_mymedian,immigBrexit_mymedian,redistSelf_mymedian,redistCon_mymedian,redistLab_mymedian,redistLD_mymedian,redistUKIP_mymedian,redistSNP_mymedian,redistPC_mymedian,redistGreen_mymedian,redistTIG_mymedian,redistBrexit_mymedian,immigLefty,immigDistPC,redistDistPC,distPC,immigDistCon,redistDistCon,distCon,immigDistGreen,redistDistGreen,distGreen,immigDistSNP,redistDistSNP,distSNP,immigDistUKIP,redistDistUKIP,distUKIP,immigDistLD,redistDistLD,distLD,immigDistLab,redistDistLab,distLab,immigDistBrexit,redistDistBrexit,distBrexit,immigDistTIG,redistDistTIG,distTIG
6.0,10.0,BES2017_W14_v24.0.sav,6.0,6.0,6.0,4.0,7.0,7.0,7.0,3.0,0.0,7.0,,,,,,,,,,10.0,8.0,1.0,4.0,8.0,0.5,1.0,1.0,,,4.0,3.0,9.0,9.486832980505138,2.0,2.0,2.8284271247461903,-1.0,9.0,9.055385138137417,-1.0,9.5,9.5524865872714,6.0,2.0,6.324555320336759,-1.0,6.0,6.082762530298219,-1.0,9.0,9.055385138137417,,,,,,
6.0,9.0,BES2017_W14_v24.0.sav,6.0,6.0,6.0,4.5,8.0,7.0,8.0,6.0,0.0,7.0,,,,,,,,,,9.0,7.0,1.5,5.0,7.0,2.5,3.0,3.0,,,4.0,0.0,6.0,6.0,1.5,2.0,2.5,-1.0,6.0,6.082762530298219,-2.0,6.5,6.800735254367722,6.0,2.0,6.324555320336759,-1.0,4.0,4.123105625617661,-2.0,7.5,7.762087348130012,,,,,,
7.0,3.0,BES2017_W14_v24.0.sav,6.0,6.0,7.0,2.0,6.0,6.0,7.0,7.0,0.0,7.0,,,,,,,,,,3.0,9.0,3.0,4.0,10.0,3.0,3.0,3.0,,,3.0,0.0,0.0,0.0,5.0,-6.0,7.810249675906654,0.0,0.0,0.0,0.0,0.0,0.0,7.0,-7.0,9.899494936611665,1.0,-1.0,1.4142135623730951,1.0,0.0,1.0,,,,,,
8.0,0.0,BES2017_W14_v24.0.sav,7.0,7.0,8.0,1.0,6.0,6.0,8.0,8.0,0.0,8.0,,,,,,,,,,0.0,10.0,1.0,4.0,10.0,2.0,2.0,1.0,,,2.0,0.0,-2.0,2.0,7.0,-10.0,12.206555615733702,0.0,-1.0,1.0,0.0,-2.0,2.0,8.0,-10.0,12.806248474865697,2.0,-4.0,4.47213595499958,2.0,-1.0,2.23606797749979,,,,,,
9.0,3.0,BES2017_W14_v24.0.sav,7.0,7.0,9.0,1.0,7.0,7.0,8.0,,0.0,8.0,,,,,,,,,,3.0,9.0,3.0,4.0,10.0,4.0,,3.0,,,1.0,,,,8.0,-6.0,10.0,1.0,0.0,1.0,1.0,-1.0,1.4142135623730951,9.0,-7.0,11.40175425099138,2.0,-1.0,2.23606797749979,2.0,0.0,2.0,,,,,,
7.0,10.0,BES2017_W14_v24.0.sav,6.0,6.0,7.0,3.5,7.0,7.0,8.0,5.5,0.0,7.0,,,,,,,,,,10.0,9.0,2.0,4.5,9.0,5.0,0.0,4.0,,,3.0,1.5,10.0,10.111874208078342,3.5,1.0,3.640054944640259,0.0,6.0,6.0,-1.0,5.0,5.0990195135927845,7.0,1.0,7.0710678118654755,0.0,5.5,5.5,0.0,8.0,8.0,,,,,,
3.0,6.0,BES2017_W14_v24.0.sav,4.0,4.0,3.0,3.0,7.0,7.0,9.0,7.0,0.0,7.0,,,,,,,,,,6.0,7.0,3.0,4.0,6.0,4.0,5.0,3.0,,,7.0,-4.0,1.0,4.123105625617661,0.0,-1.0,1.0,-4.0,3.0,5.0,-6.0,2.0,6.324555320336759,3.0,0.0,3.0,-4.0,2.0,4.47213595499958,-4.0,3.0,5.0,,,,,,
6.0,2.0,BES2017_W14_v24.0.sav,6.0,6.0,6.0,2.0,6.0,6.0,6.0,4.5,0.0,7.0,,,,,,,,,,2.0,9.0,3.0,4.0,9.0,4.0,4.0,2.5,,,4.0,1.5,-2.0,2.5,4.0,-7.0,8.06225774829855,-1.0,-0.5,1.118033988749895,0.0,-2.0,2.0,6.0,-7.0,9.219544457292887,0.0,-2.0,2.0,0.0,-1.0,1.0,,,,,,
1.0,9.0,BES2017_W14_v24.0.sav,3.0,2.0,1.0,3.0,9.0,9.0,9.5,3.0,0.0,8.0,,,,,,,,,,9.0,7.0,1.0,3.0,7.0,2.5,6.0,2.0,,,9.0,-2.0,3.0,3.605551275463989,-2.0,2.0,2.8284271247461903,-7.0,7.0,9.899494936611665,-8.5,6.5,10.700467279516348,1.0,2.0,2.23606797749979,-8.0,6.0,10.0,-8.0,8.0,11.313708498984761,,,,,,
5.0,9999.0,BES2017_W14_v24.0.sav,5.0,5.0,5.0,3.0,5.0,5.0,7.0,5.0,0.0,5.0,,,,,,,,,,,9.5,3.0,4.0,10.0,1.0,,3.0,,,5.0,0.0,,,2.0,9989.5,9989.50020021022,0.0,9996.0,9996.0,-2.0,9998.0,9998.000200040005,5.0,9989.0,9989.001251376436,0.0,9995.0,9995.0,0.0,9996.0,9996.0,,,,,,
10.0,8.0,BES2017_W14_v24.0.sav,7.0,7.0,10.0,1.5,6.0,7.0,10.0,5.0,0.0,6.0,,,,,,,,,,8.0,9.0,2.0,5.0,9.5,3.0,4.0,2.0,,,0.0,5.0,4.0,6.4031242374328485,8.5,-1.0,8.558621384311845,4.0,6.0,7.211102550927978,0.0,5.0,5.0,10.0,-1.5,10.111874208078342,3.0,3.0,4.242640687119285,4.0,6.0,7.211102550927978,,,,,,
9999.0,0.0,BES2017_W14_v24.0.sav,5.0,5.0,,0.0,6.0,7.0,8.0,10.0,0.0,7.0,,,,,,,,,,0.0,7.0,0.0,0.0,4.5,0.0,0.0,0.0,,,-9989.0,9989.0,0.0,9989.0,9999.0,-7.0,9999.002450244725,9992.0,0.0,9992.0,9991.0,0.0,9991.0,9999.0,-4.5,9999.00101260121,9992.0,0.0,9992.0,9993.0,0.0,9993.0,,,,,,
4.0,2.0,BES2017_W14_v24.0.sav,5.0,5.0,4.0,3.0,6.0,6.0,6.0,4.0,0.0,5.0,,,,,,,,,,2.0,7.0,3.0,4.0,7.0,4.0,3.0,3.0,,,6.0,0.0,-1.0,1.0,1.0,-5.0,5.0990195135927845,-1.0,-1.0,1.4142135623730951,-2.0,-2.0,2.8284271247461903,4.0,-5.0,6.4031242374328485,-2.0,-2.0,2.8284271247461903,-2.0,-1.0,2.23606797749979,,,,,,
10.0,10.0,BES2017_W14_v24.0.sav,7.0,7.0,10.0,3.0,7.0,7.0,8.0,5.0,0.0,9.0,,,,,,,,,,10.0,9.0,2.5,5.0,10.0,8.0,4.0,4.0,,,0.0,5.0,6.0,7.810249675906654,7.0,1.0,7.0710678118654755,1.0,6.0,6.082762530298219,2.0,2.0,2.8284271247461903,10.0,0.0,10.0,3.0,5.0,5.830951894845301,3.0,7.5,8.077747210701755,,,,,,
7.0,9.0,BES2017_W14_v24.0.sav,6.0,6.0,7.0,4.0,7.0,7.0,6.0,5.0,0.0,7.0,,,,,,,,,,9.0,7.0,6.0,5.0,6.0,5.0,5.0,6.0,,,3.0,2.0,4.0,4.47213595499958,3.0,2.0,3.605551275463989,0.0,3.0,3.0,1.0,4.0,4.123105625617661,7.0,3.0,7.615773105863909,0.0,4.0,4.0,0.0,3.0,3.0,,,,,,
7.0,9999.0,BES2017_W14_v24.0.sav,6.0,6.0,7.0,2.0,6.0,6.0,7.0,6.0,0.0,6.0,,,,,,,,,,,8.0,2.0,4.0,10.0,,,2.5,,,3.0,1.0,,,5.0,9991.0,9991.001251125936,1.0,9996.5,9996.500050017507,0.0,,,7.0,9989.0,9989.002452697667,1.0,9995.0,9995.000050025012,1.0,9997.0,9997.000050015004,,,,,,
8.0,5.0,BES2017_W14_v24.0.sav,7.0,7.0,8.0,2.0,7.0,7.0,8.0,8.0,0.0,8.0,,,,,,,,,,5.0,9.0,3.0,5.0,9.0,4.0,4.0,4.0,,,2.0,0.0,1.0,1.0,6.0,-4.0,7.211102550927978,0.0,1.0,1.0,0.0,1.0,1.0,8.0,-4.0,8.94427190999916,1.0,0.0,1.0,1.0,2.0,2.23606797749979,,,,,,
9.0,0.0,BES2017_W14_v24.0.sav,7.0,7.0,9.0,1.0,7.0,6.0,8.0,6.0,0.0,8.0,,,,,,,,,,0.0,10.0,1.0,4.0,10.0,1.0,3.0,1.0,,,1.0,3.0,-3.0,4.242640687119285,8.0,-10.0,12.806248474865697,1.0,-1.0,1.4142135623730951,1.0,-1.0,1.4142135623730951,9.0,-10.0,13.45362404707371,3.0,-4.0,5.0,2.0,-1.0,2.23606797749979,,,,,,
0.0,9.0,BES2017_W14_v24.0.sav,2.0,1.0,0.0,3.0,9.5,9.0,8.0,9.0,0.0,9.0,,,,,,,,,,9.0,8.0,0.0,2.0,7.0,1.5,3.0,2.0,,,10.0,-9.0,6.0,10.816653826391969,-3.0,1.0,3.1622776601683795,-9.0,7.0,11.40175425099138,-8.0,7.5,10.965856099730654,0.0,2.0,2.0,-9.0,7.0,11.40175425099138,-9.5,9.0,13.0862523283024,,,,,,
1.0,7.0,BES2017_W14_v24.0.sav,3.0,2.0,1.0,4.0,8.0,9.0,9.0,6.5,0.0,8.0,,,,,,,,,,7.0,7.0,2.0,4.0,6.0,0.5,4.0,3.0,,,9.0,-5.5,3.0,6.264982043070834,-3.0,0.0,3.0,-7.0,4.0,8.06225774829855,-8.0,6.5,10.307764064044152,1.0,1.0,1.4142135623730951,-8.0,3.0,8.54400374531753,-7.0,5.0,8.602325267042627,,,,,,
3.0,9999.0,BES2017_W14_v24.0.sav,4.0,3.0,3.0,3.0,6.0,7.0,3.0,5.0,0.0,7.0,,,,,,,,,,,6.5,2.5,3.5,6.0,,4.5,2.0,,,7.0,-2.0,9994.5,9994.500200110058,0.0,9992.5,9992.5,-4.0,9997.0,9997.00080024004,0.0,,,3.0,9993.0,9993.00045031521,-4.0,9995.5,9995.50080036013,-3.0,9996.5,9996.500450157546,,,,,,
10.0,2.0,BES2017_W14_v24.0.sav,7.0,7.0,10.0,1.0,6.0,6.0,8.0,7.0,0.0,8.0,,,,,,,,,,2.0,10.0,3.0,4.0,10.0,3.5,3.0,2.0,,,0.0,3.0,-1.0,3.1622776601683795,9.0,-8.0,12.041594578792296,2.0,0.0,2.0,2.0,-1.5,2.5,10.0,-8.0,12.806248474865697,4.0,-2.0,4.47213595499958,4.0,-1.0,4.123105625617661,,,,,,
1.0,1.0,BES2017_W14_v24.0.sav,3.0,3.0,1.0,3.0,6.0,5.0,5.0,5.0,1.0,5.0,,,,,,,,,,1.0,5.0,3.0,4.0,4.0,4.5,5.0,3.0,,,9.0,-4.0,-4.0,5.656854249492381,-2.0,-4.0,4.47213595499958,-4.0,-2.0,4.47213595499958,-4.0,-3.5,5.315072906367325,0.0,-3.0,3.0,-4.0,-3.0,5.0,-5.0,-2.0,5.385164807134504,,,,,,
3.0,2.0,BES2017_W14_v24.0.sav,4.0,4.0,3.0,3.0,6.0,6.0,7.5,4.0,0.0,6.0,,,,,,,,,,2.0,8.0,2.0,4.0,6.0,5.0,5.0,3.0,,,7.0,-1.0,-3.0,3.1622776601683795,0.0,-6.0,6.0,-3.0,-1.0,3.1622776601683795,-4.5,-3.0,5.408326913195984,3.0,-4.0,5.0,-3.0,-2.0,3.605551275463989,-3.0,0.0,3.0,,,,,,
6.0,1.0,BES2017_W14_v24.0.sav,6.0,6.0,6.0,2.0,6.0,6.0,6.5,5.0,0.0,7.0,,,,,,,,,,1.0,9.0,2.0,4.0,9.0,3.0,2.5,2.0,,,4.0,1.0,-1.5,1.8027756377319946,4.0,-8.0,8.94427190999916,-1.0,-1.0,1.4142135623730951,-0.5,-2.0,2.0615528128088303,6.0,-8.0,10.0,0.0,-3.0,3.0,0.0,-1.0,1.0,,,,,,
10.0,4.0,BES2017_W14_v24.0.sav,7.0,7.0,10.0,2.0,6.0,6.0,7.5,7.0,0.0,8.0,,,,,,,,,,4.0,8.0,4.0,4.0,9.0,4.0,4.0,3.5,,,0.0,3.0,0.0,3.0,8.0,-4.0,8.94427190999916,2.0,0.5,2.0615528128088303,2.5,0.0,2.5,10.0,-5.0,11.180339887498949,4.0,0.0,4.0,4.0,0.0,4.0,,,,,,
1.0,4.0,BES2017_W14_v24.0.sav,3.0,2.0,1.0,4.0,7.0,7.0,7.0,9.0,1.0,7.0,,,,,,,,,,4.0,7.0,3.0,4.0,5.0,4.0,1.5,4.0,,,9.0,-8.0,2.5,8.381527307120106,-3.0,-3.0,4.242640687119285,-6.0,0.0,6.0,-6.0,0.0,6.0,0.0,-1.0,1.0,-6.0,0.0,6.0,-6.0,1.0,6.082762530298219,,,,,,
9999.0,4.0,BES2017_W14_v24.0.sav,5.0,5.0,,3.0,6.0,5.5,6.0,,0.0,6.5,,,,,,,,,,4.0,7.0,3.0,4.0,8.0,4.5,5.0,4.0,,,-9989.0,,-1.0,,9996.0,-3.0,9996.000450180061,9992.5,0.0,9992.5,9993.0,-0.5,9993.000012508755,9999.0,-4.0,9999.000800079975,9993.5,0.0,9993.5,9993.0,1.0,9993.000050035025,,,,,,
9.0,10.0,BES2017_W14_v24.0.sav,6.0,7.0,9.0,8.0,8.0,9.0,9.0,8.5,0.0,9.0,,,,,,,,,,10.0,8.0,8.0,5.5,8.0,7.0,9.5,7.0,,,1.0,0.5,0.5,0.7071067811865476,1.0,2.0,2.23606797749979,0.0,3.0,3.0,0.0,3.0,3.0,9.0,2.0,9.219544457292887,0.0,4.5,4.5,1.0,2.0,2.23606797749979,,,,,,
9999.0,8.0,BES2017_W14_v24.0.sav,5.0,5.0,,3.0,7.0,7.0,8.0,,0.0,5.5,,,,,,,,,,8.0,8.0,2.0,4.5,8.0,0.0,,5.0,,,-9989.0,,,,9996.0,0.0,9996.0,9993.5,3.0,9993.50045029268,9991.0,8.0,9991.00320288208,9999.0,0.0,9999.0,9992.0,3.5,9992.000612990374,9992.0,6.0,9992.00180144099,,,,,,
4.0,1.0,BES2017_W14_v24.0.sav,5.0,4.5,4.0,4.0,6.0,6.0,8.0,3.5,0.0,6.0,,,,,,,,,,1.0,8.0,2.0,4.0,5.0,2.0,4.0,3.0,,,6.0,0.5,-3.0,3.0413812651491097,0.0,-7.0,7.0,-2.0,-2.0,2.8284271247461903,-4.0,-1.0,4.123105625617661,4.0,-4.0,5.656854249492381,-2.0,-3.0,3.605551275463989,-2.0,-1.0,2.23606797749979,,,,,,
8.0,9.0,BES2017_W14_v24.0.sav,7.0,7.0,8.0,3.5,7.0,7.0,7.0,9.0,0.0,7.0,,,,,,,,,,9.0,5.5,7.5,6.0,3.5,7.0,8.0,7.5,,,2.0,-1.0,1.0,1.4142135623730951,4.5,3.5,5.70087712549569,1.0,1.5,1.8027756377319946,1.0,2.0,2.23606797749979,8.0,5.5,9.7082439194738,1.0,3.0,3.1622776601683795,1.0,1.5,1.8027756377319946,,,,,,
3.0,1.0,BES2017_W14_v24.0.sav,4.0,4.0,3.0,4.0,6.0,6.0,5.0,4.0,1.0,5.0,,,,,,,,,,1.0,7.0,2.0,4.0,5.0,4.0,3.0,4.0,,,7.0,-1.0,-2.0,2.23606797749979,-1.0,-6.0,6.082762530298219,-2.0,-3.0,3.605551275463989,-2.0,-3.0,3.605551275463989,2.0,-4.0,4.47213595499958,-3.0,-3.0,4.242640687119285,-3.0,-1.0,3.1622776601683795,,,,,,
9999.0,7.0,BES2017_W14_v24.0.sav,5.0,4.0,,4.0,6.0,7.0,,7.0,0.0,6.5,,,,,,,,,,7.0,7.0,3.5,5.0,7.0,6.0,4.5,6.0,,,-9989.0,9992.0,2.5,9992.000312750195,9995.0,0.0,9995.0,9992.5,1.0,9992.500050037528,,1.0,,9999.0,0.0,9999.0,9992.0,2.0,9992.000200160126,9993.0,3.5,9993.000612929032,,,,,,
8.0,10.0,BES2017_W14_v24.0.sav,7.0,7.0,8.0,3.0,7.0,7.0,8.0,6.0,0.0,7.0,,,,,,,,,,10.0,7.0,5.0,5.0,7.0,6.5,5.0,5.5,,,2.0,2.0,5.0,5.385164807134504,5.0,3.0,5.830951894845301,1.0,4.5,4.6097722286464435,0.0,3.5,3.5,8.0,3.0,8.54400374531753,1.0,5.0,5.0990195135927845,1.0,5.0,5.0990195135927845,,,,,,
10.0,1.0,BES2017_W14_v24.0.sav,7.0,7.0,10.0,1.0,7.0,7.0,8.0,9.0,0.0,9.0,,,,,,,,,,1.0,10.0,2.0,4.0,10.0,2.5,2.0,1.0,,,0.0,1.0,-1.0,1.4142135623730951,9.0,-9.0,12.727922061357855,1.0,0.0,1.0,2.0,-1.5,2.5,10.0,-9.0,13.45362404707371,3.0,-3.0,4.242640687119285,3.0,-1.0,3.1622776601683795,,,,,,
8.0,6.0,BES2017_W14_v24.0.sav,6.0,7.0,8.0,2.0,7.0,7.0,8.0,6.0,0.0,7.0,,,,,,,,,,6.0,8.0,4.0,5.0,7.0,4.0,4.5,5.0,,,2.0,2.0,1.5,2.5,6.0,-2.0,6.324555320336759,1.0,1.0,1.4142135623730951,0.0,2.0,2.0,8.0,-1.0,8.06225774829855,1.0,1.0,1.4142135623730951,1.0,2.0,2.23606797749979,,,,,,
9.0,1.0,BES2017_W14_v24.0.sav,7.0,7.0,9.0,1.0,6.0,7.0,8.0,5.0,0.0,8.0,,,,,,,,,,1.0,9.0,2.0,4.0,10.0,3.0,3.0,2.0,,,1.0,4.0,-2.0,4.47213595499958,8.0,-8.0,11.313708498984761,1.0,-1.0,1.4142135623730951,1.0,-2.0,2.23606797749979,9.0,-9.0,12.727922061357855,2.0,-3.0,3.605551275463989,3.0,-1.0,3.1622776601683795,,,,,,
9999.0,10.0,BES2017_W14_v24.0.sav,5.0,4.5,,2.0,6.0,7.0,7.0,,0.0,8.5,,,,,,,,,,10.0,10.0,10.0,10.0,10.0,10.0,,10.0,,,-9989.0,,,,9997.0,0.0,9997.0,9990.5,0.0,9990.5,9992.0,0.0,9992.0,9999.0,0.0,9999.0,9992.0,0.0,9992.0,9993.0,0.0,9993.0,,,,,,
6.0,9999.0,BES2017_W14_v24.0.sav,6.0,6.0,6.0,3.0,6.0,6.0,6.5,,0.0,6.0,,,,,,,,,,,8.0,3.0,5.0,10.0,,,4.0,,,4.0,,,,3.0,9991.0,9991.000450405354,0.0,9995.0,9995.0,-0.5,,,6.0,9989.0,9989.001801982018,0.0,9994.0,9994.0,0.0,9996.0,9996.0,,,,,,
8.0,8.0,BES2017_W14_v24.0.sav,6.0,6.0,8.0,4.5,7.0,7.0,8.0,8.0,0.0,8.0,,,,,,,,,,8.0,8.0,6.0,6.0,7.0,6.0,5.5,6.0,,,2.0,0.0,2.5,2.5,3.5,0.0,3.5,0.0,2.0,2.0,0.0,2.0,2.0,8.0,1.0,8.06225774829855,1.0,2.0,2.23606797749979,1.0,2.0,2.23606797749979,,,,,,
9999.0,1.0,BES2017_W14_v24.0.sav,5.0,4.0,,4.5,7.0,7.5,8.0,10.0,0.0,6.0,,,,,,,,,,1.0,9.0,1.5,5.0,9.5,4.0,5.0,4.0,,,-9989.0,9989.0,-4.0,9989.000800880936,9994.5,-8.0,9994.503201760455,9993.0,-3.0,9993.00045031521,9991.0,-3.0,9991.000450405354,9999.0,-8.5,9999.003612860633,9991.5,-4.0,9991.500800680546,9992.0,-0.5,9992.000012510009,,,,,,
1.0,6.0,BES2017_W14_v24.0.sav,3.0,2.0,1.0,4.0,8.0,8.0,10.0,6.0,0.5,7.0,,,,,,,,,,6.0,6.0,3.0,5.0,6.0,2.0,6.0,4.0,,,9.0,-5.0,0.0,5.0,-3.0,0.0,3.0,-6.0,2.0,6.324555320336759,-9.0,4.0,9.848857801796104,0.5,0.0,0.5,-7.0,1.0,7.0710678118654755,-7.0,3.0,7.615773105863909,,,,,,
2.0,9999.0,BES2017_W14_v24.0.sav,4.0,3.0,2.0,4.0,7.0,7.0,4.5,10.0,0.0,6.0,,,,,,,,,,,7.0,2.0,4.0,7.0,,,1.5,,,8.0,-8.0,,,-2.0,9992.0,9992.000200160126,-4.0,9997.5,9997.500800200018,-2.5,,,2.0,9992.0,9992.000200160126,-5.0,9995.0,9995.001250625235,-5.0,9997.0,9997.001250375035,,,,,,
9999.0,3.0,BES2017_W14_v24.0.sav,5.0,5.0,,1.0,7.0,7.0,8.5,,0.0,7.0,,,,,,,,,,3.0,9.0,3.0,4.0,10.0,3.0,3.0,3.0,,,-9989.0,,0.0,,9998.0,-6.0,9998.00180035991,9992.0,0.0,9992.0,9990.5,0.0,9990.5,9999.0,-7.0,9999.002450244725,9992.0,-1.0,9992.000050040031,9992.0,0.0,9992.0,,,,,,
10.0,5.0,BES2017_W14_v24.0.sav,7.0,7.0,10.0,1.0,5.0,6.0,9.0,6.0,0.0,7.0,,,,,,,,,,5.0,9.0,3.0,5.0,9.0,5.0,1.0,3.0,,,0.0,4.0,4.0,5.656854249492381,9.0,-4.0,9.848857801796104,3.0,2.0,3.605551275463989,1.0,0.0,1.0,10.0,-4.0,10.770329614269007,4.0,0.0,4.0,5.0,2.0,5.385164807134504,,,,,,
9.0,8.0,BES2017_W14_v24.0.sav,7.0,7.0,9.0,1.0,7.0,7.5,8.0,8.0,0.0,7.0,,,,,,,,,,8.0,8.0,7.0,5.5,1.5,7.0,8.0,8.0,,,1.0,1.0,0.0,1.0,8.0,0.0,8.0,2.0,0.0,2.0,1.0,1.0,1.4142135623730951,9.0,6.5,11.10180165558726,1.5,2.5,2.9154759474226504,2.0,1.0,2.23606797749979,,,,,,
9999.0,9.0,BES2017_W14_v24.0.sav,5.0,3.0,,4.0,7.0,6.0,,,1.0,6.0,,,,,,,,,,9.0,9.0,1.5,4.0,5.0,,,2.5,,,-9989.0,,,,9995.0,0.0,9995.0,9993.0,6.5,9993.002113979563,,,,9998.0,4.0,9998.00080016,9993.0,5.0,9993.001250875535,9992.0,7.5,9992.002814751406,,,,,,
10.0,9.0,BES2017_W14_v24.0.sav,7.0,7.0,10.0,7.0,8.5,7.0,7.0,,4.0,8.5,,,,,,,,,,9.0,8.5,9.0,6.5,9.0,7.0,,5.0,,,0.0,,,,3.0,0.5,3.0413812651491097,1.5,4.0,4.272001872658765,3.0,2.0,3.605551275463989,6.0,0.0,6.0,3.0,2.5,3.905124837953327,1.5,0.0,1.5,,,,,,
4.0,0.0,BES2017_W14_v24.0.sav,5.0,4.0,4.0,3.0,6.0,6.0,8.0,6.0,0.0,6.0,,,,,,,,,,0.0,8.0,2.0,4.0,8.0,4.5,1.5,1.0,,,6.0,-2.0,-1.5,2.5,1.0,-8.0,8.06225774829855,-2.0,-1.0,2.23606797749979,-4.0,-4.5,6.020797289396148,4.0,-8.0,8.94427190999916,-2.0,-4.0,4.47213595499958,-2.0,-2.0,2.8284271247461903,,,,,,
8.0,9999.0,BES2017_W14_v24.0.sav,6.0,6.0,8.0,2.0,6.0,7.0,7.0,7.0,0.0,8.0,,,,,,,,,,,10.0,3.0,4.0,10.0,,,3.0,,,2.0,1.0,,,6.0,9989.0,9989.001801982018,0.0,9996.0,9996.0,1.0,,,8.0,9989.0,9989.003203523362,1.0,9995.0,9995.000050025012,2.0,9996.0,9996.00020008003,,,,,,
9999.0,6.0,BES2017_W14_v24.0.sav,5.0,5.0,,3.0,7.0,7.0,8.0,,0.0,5.0,,,,,,,,,,6.0,7.0,3.0,6.0,5.5,3.5,,5.0,,,-9989.0,,,,9996.0,-1.0,9996.000050020008,9994.0,1.0,9994.000050030018,9991.0,2.5,9991.000312781498,9999.0,0.5,9999.00001250125,9992.0,0.0,9992.0,9992.0,3.0,9992.000450360278,,,,,,
9.0,5.0,BES2017_W14_v24.0.sav,6.0,7.0,9.0,2.0,6.5,7.0,9.0,2.0,0.0,8.0,,,,,,,,,,5.0,7.0,5.0,5.0,5.0,5.0,,5.0,,,1.0,7.0,,,7.0,-2.0,7.280109889280518,1.0,0.0,1.0,0.0,0.0,0.0,9.0,0.0,9.0,2.0,0.0,2.0,2.5,0.0,2.5,,,,,,
9.0,9999.0,BES2017_W14_v24.0.sav,7.0,7.0,9.0,1.0,6.0,7.0,8.0,,0.0,8.0,,,,,,,,,,,10.0,2.0,3.0,9.0,,,5.0,,,1.0,,,,8.0,9989.0,9989.003203523362,1.0,9994.0,9994.000050030018,1.0,,,9.0,9990.0,9990.004054053232,2.0,9996.0,9996.00020008003,3.0,9997.0,9997.00045013503,,,,,,
9.0,9.0,BES2017_W14_v24.0.sav,7.0,7.0,9.0,5.0,8.0,8.0,9.5,,1.0,9.0,,,,,,,,,,9.0,5.0,8.0,6.0,3.0,9.0,,5.0,,,1.0,,,,4.0,4.0,5.656854249492381,0.0,4.0,4.0,-0.5,0.0,0.5,8.0,6.0,10.0,1.0,3.0,3.1622776601683795,1.0,1.0,1.4142135623730951,,,,,,
9.0,4.0,BES2017_W14_v24.0.sav,7.0,7.0,9.0,2.0,7.0,7.5,8.0,2.0,0.0,7.0,,,,,,,,,,4.0,10.0,4.0,4.0,10.0,4.0,6.0,4.0,,,1.0,7.0,-2.0,7.280109889280518,7.0,-6.0,9.219544457292887,2.0,0.0,2.0,1.0,0.0,1.0,9.0,-6.0,10.816653826391969,1.5,0.0,1.5,2.0,0.0,2.0,,,,,,
10.0,9999.0,BES2017_W14_v24.0.sav,7.0,7.0,10.0,2.5,8.0,9.0,8.0,,0.0,9.0,,,,,,,,,,,5.0,1.0,2.0,8.0,0.0,,5.0,,,0.0,,,,7.5,9994.0,9994.002814188118,1.0,9994.0,9994.000050030018,2.0,9999.0,9999.00020002,10.0,9991.0,9991.0050045028,1.0,9997.0,9997.000050015004,2.0,9998.0,9998.000200040005,,,,,,
10.0,6.0,BES2017_W14_v24.0.sav,7.0,7.0,10.0,1.0,5.0,5.0,8.0,4.0,0.0,5.0,,,,,,,,,,6.0,7.0,4.0,5.0,5.0,5.0,4.0,6.0,,,0.0,6.0,2.0,6.324555320336759,9.0,-1.0,9.055385138137417,5.0,0.0,5.0,2.0,1.0,2.23606797749979,10.0,1.0,10.04987562112089,5.0,1.0,5.0990195135927845,5.0,2.0,5.385164807134504,,,,,,
9.0,6.0,BES2017_W14_v24.0.sav,6.5,7.0,9.0,1.5,5.0,6.0,,7.0,0.0,6.5,,,,,,,,,,6.0,4.0,6.0,6.0,4.0,,4.0,4.0,,,1.0,2.0,2.0,2.8284271247461903,7.5,2.0,7.762087348130012,2.5,2.0,3.2015621187164243,,,,9.0,2.0,9.219544457292887,3.0,0.0,3.0,4.0,0.0,4.0,,,,,,
9.0,7.0,BES2017_W14_v24.0.sav,7.0,7.0,9.0,4.0,7.0,6.0,8.5,,0.0,8.0,,,,,,,,,,7.0,7.0,3.0,7.0,0.0,7.0,,7.0,,,1.0,,,,5.0,0.0,5.0,1.0,0.0,1.0,0.5,0.0,0.5,9.0,7.0,11.40175425099138,3.0,0.0,3.0,2.0,4.0,4.47213595499958,,,,,,
5.0,6.0,BES2019_W15_v24.0.sav,5.0,5.0,5.0,3.0,7.0,6.0,7.5,5.0,0.0,6.0,,,,,,,5.0,1.0,,6.0,7.0,3.0,5.0,7.0,4.0,5.0,4.0,5.0,,5.0,0.0,1.0,1.0,2.0,-1.0,2.23606797749979,-1.0,2.0,2.23606797749979,-2.5,2.0,3.2015621187164243,5.0,-1.0,5.0990195135927845,-1.0,1.0,1.4142135623730951,-2.0,3.0,3.605551275463989,,,,0.0,1.0,1.0
